Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Bus,Memory,GPU clock,Memory clock,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double)
Nvidia,GeForce 30,GeForce RTX 3060 8 GB GA104,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-8-gb-ga104.c4132,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,2022-10-01 00:00:00,PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1320 MHz,1875 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,113.7 GPixel/s,199.0 GTexel/s,12.74 TFLOPS (1:1),12.74 TFLOPS,199.0 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 12 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-12-gb.c3682,GA106,https://www.techpowerup.com/gpu-specs/nvidia-ga106.g966,"Jan 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,Ampere,Samsung,8 nm,"12,000 million",43.5M / mm²,276 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,3840,120,48,30,,128 KB per SM,3072 KB,,185 W,85.30 GPixel/s,199.0 GTexel/s,12.74 TFLOPS (1:1),12.74 TFLOPS,199.0 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 12 GB GA104,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-12-gb-ga104.c3832,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,"Sep 1st, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,113.7 GPixel/s,199.0 GTexel/s,12.74 TFLOPS (1:1),12.74 TFLOPS,199.0 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 3840SP,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-3840sp.c4080,GA106,https://www.techpowerup.com/gpu-specs/nvidia-ga106.g966,2021,PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1627 MHz,1750 MHz,Ampere,Samsung,8 nm,"12,000 million",43.5M / mm²,276 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,3840,120,48,30,,128 KB per SM,3072 KB,,185 W,88.90 GPixel/s,222.2 GTexel/s,14.22 TFLOPS (1:1),14.22 TFLOPS,222.2 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-ti.c3681,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,"Dec 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,133.2 GPixel/s,253.1 GTexel/s,16.20 TFLOPS (1:1),16.20 TFLOPS,253.1 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 Ti GA103,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-ti-ga103.c3872,GA103,https://www.techpowerup.com/gpu-specs/nvidia-ga103.g989,"Feb 23rd, 2022",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,Ampere,Samsung,8 nm,"22,000 million",44.4M / mm²,496 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,7680,240,96,60,,128 KB per SM,4096 KB,,200 W,133.2 GPixel/s,253.1 GTexel/s,16.20 TFLOPS (1:1),16.20 TFLOPS,253.1 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3060 Ti GDDR6X,https://www.techpowerup.com/gpu-specs/geforce-rtx-3060-ti-gddr6x.c3935,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,"Oct 19th, 2022",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1410 MHz,1188 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,133.2 GPixel/s,253.1 GTexel/s,16.20 TFLOPS (1:1),16.20 TFLOPS,253.1 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3070,https://www.techpowerup.com/gpu-specs/geforce-rtx-3070.c3674,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,"Sep 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1500 MHz,1750 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,165.6 GPixel/s,317.4 GTexel/s,20.31 TFLOPS (1:1),20.31 TFLOPS,317.4 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3070 TiM,https://www.techpowerup.com/gpu-specs/geforce-rtx-3070-tim.c3951,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,2022-11-01 00:00:00,PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",915 MHz,1750 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,135.4 GPixel/s,259.4 GTexel/s,16.60 TFLOPS (1:1),16.60 TFLOPS,259.4 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3070 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-3070-ti.c3675,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,"May 31st, 2021",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,169.9 GPixel/s,339.8 GTexel/s,21.75 TFLOPS (1:1),21.75 TFLOPS,339.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3070 Ti 8 GB GA102,https://www.techpowerup.com/gpu-specs/geforce-rtx-3070-ti-8-gb-ga102.c3936,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"Oct 21st, 2022",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,169.9 GPixel/s,339.8 GTexel/s,21.75 TFLOPS (1:1),21.75 TFLOPS,339.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3070 Ti 16 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-3070-ti-16-gb.c3835,GA104,https://www.techpowerup.com/gpu-specs/nvidia-ga104.g964,Never Released,PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,Ampere,Samsung,8 nm,"17,400 million",44.4M / mm²,392 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,192,48,6144,192,96,48,,128 KB per SM,4096 KB,,290 W,169.9 GPixel/s,339.8 GTexel/s,21.75 TFLOPS (1:1),21.75 TFLOPS,339.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3080,https://www.techpowerup.com/gpu-specs/geforce-rtx-3080.c3621,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"Sep 1st, 2020",PCIe 4.0 x16,"10 GB, GDDR6X, 320 bit",1440 MHz,1188 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,164.2 GPixel/s,465.1 GTexel/s,29.77 TFLOPS (1:1),29.77 TFLOPS,465.1 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3080 12 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-3080-12-gb.c3834,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"Jan 11th, 2022",PCIe 4.0 x16,"12 GB, GDDR6X, 384 bit",1260 MHz,1188 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,164.2 GPixel/s,478.8 GTexel/s,30.64 TFLOPS (1:1),30.64 TFLOPS,478.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3080 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-3080-ti.c3735,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"May 31st, 2021",PCIe 4.0 x16,"12 GB, GDDR6X, 384 bit",1365 MHz,1188 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,186.5 GPixel/s,532.8 GTexel/s,34.10 TFLOPS (1:1),34.10 TFLOPS,532.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3080 Ti 20 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-3080-ti-20-gb.c3831,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,2022-01-01 00:00:00,PCIe 4.0 x16,"20 GB, GDDR6X, 320 bit",1335 MHz,1188 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,186.5 GPixel/s,532.8 GTexel/s,34.10 TFLOPS (1:1),34.10 TFLOPS,532.8 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3090,https://www.techpowerup.com/gpu-specs/geforce-rtx-3090.c3622,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"Sep 1st, 2020",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",1395 MHz,1219 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,189.8 GPixel/s,556.0 GTexel/s,35.58 TFLOPS (1:1),35.58 TFLOPS,556.0 GFLOPS (1:64)
Nvidia,GeForce 30,GeForce RTX 3090 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-3090-ti.c3829,GA102,https://www.techpowerup.com/gpu-specs/nvidia-ga102.g930,"Jan 27th, 2022",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",1560 MHz,1313 MHz,Ampere,Samsung,8 nm,"28,300 million",45.1M / mm²,628 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,3rd Gen,2nd Gen,10752,336,112,84,,128 KB per SM,6144 KB,,450 W,208.3 GPixel/s,625.0 GTexel/s,40.00 TFLOPS (1:1),40.00 TFLOPS,625.0 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4050,https://www.techpowerup.com/gpu-specs/geforce-rtx-4050.c3892,AD107,https://www.techpowerup.com/gpu-specs/nvidia-ad107.g1015,Unknown,PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",2505 MHz,2250 MHz,Ada Lovelace,TSMC,5 nm,"18,900 million",118.9M / mm²,159 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,3072,96,48,24,,128 KB per SM,32768 KB,,150 W,84.48 GPixel/s,211.2 GTexel/s,13.52 TFLOPS (1:1),13.52 TFLOPS,211.2 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4060,https://www.techpowerup.com/gpu-specs/geforce-rtx-4060.c4107,AD107,https://www.techpowerup.com/gpu-specs/nvidia-ad107.g1015,"May 18th, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1830 MHz,2125 MHz,Ada Lovelace,TSMC,5 nm,"18,900 million",118.9M / mm²,159 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,3072,96,48,24,,128 KB per SM,32768 KB,,150 W,118.1 GPixel/s,236.2 GTexel/s,15.11 TFLOPS (1:1),15.11 TFLOPS,236.2 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4060 AD106,https://www.techpowerup.com/gpu-specs/geforce-rtx-4060-ad106.c3891,AD106,https://www.techpowerup.com/gpu-specs/nvidia-ad106.g1014,2024-04-01 00:00:00,PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1830 MHz,2125 MHz,Ada Lovelace,TSMC,5 nm,"22,900 million",121.8M / mm²,188 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,4608,144,48,36,,128 KB per SM,32768 KB,,165 W,118.1 GPixel/s,236.2 GTexel/s,15.11 TFLOPS (1:1),15.11 TFLOPS,236.2 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4060 Ti 8 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-4060-ti-8-gb.c3890,AD106,https://www.techpowerup.com/gpu-specs/nvidia-ad106.g1014,"May 18th, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2310 MHz,2250 MHz,Ada Lovelace,TSMC,5 nm,"22,900 million",121.8M / mm²,188 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,4608,144,48,36,,128 KB per SM,32768 KB,,165 W,121.7 GPixel/s,344.8 GTexel/s,22.06 TFLOPS (1:1),22.06 TFLOPS,344.8 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4060 Ti AD104,https://www.techpowerup.com/gpu-specs/geforce-rtx-4060-ti-ad104.c4204,AD104,https://www.techpowerup.com/gpu-specs/nvidia-ad104.g1013,2024-04-01 00:00:00,PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2310 MHz,2250 MHz,Ada Lovelace,TSMC,5 nm,"35,800 million",121.8M / mm²,294 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,7680,240,80,60,,128 KB per SM,49152 KB,,285 W,121.7 GPixel/s,344.8 GTexel/s,22.06 TFLOPS (1:1),22.06 TFLOPS,344.8 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4060 Ti 16 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-4060-ti-16-gb.c4155,AD106,https://www.techpowerup.com/gpu-specs/nvidia-ad106.g1014,"May 18th, 2023",PCIe 4.0 x8,"16 GB, GDDR6, 128 bit",2310 MHz,2250 MHz,Ada Lovelace,TSMC,5 nm,"22,900 million",121.8M / mm²,188 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,4608,144,48,36,,128 KB per SM,32768 KB,,165 W,121.7 GPixel/s,344.8 GTexel/s,22.06 TFLOPS (1:1),22.06 TFLOPS,344.8 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4070,https://www.techpowerup.com/gpu-specs/geforce-rtx-4070.c3924,AD104,https://www.techpowerup.com/gpu-specs/nvidia-ad104.g1013,"Apr 12th, 2023",PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",1920 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"35,800 million",121.8M / mm²,294 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,7680,240,80,60,,128 KB per SM,49152 KB,,285 W,158.4 GPixel/s,455.4 GTexel/s,29.15 TFLOPS (1:1),29.15 TFLOPS,455.4 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4070 AD103,https://www.techpowerup.com/gpu-specs/geforce-rtx-4070-ad103.c4205,AD103,https://www.techpowerup.com/gpu-specs/nvidia-ad103.g1012,2024-03-01 00:00:00,PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",1920 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"45,900 million",121.1M / mm²,379 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,10240,320,112,80,,128 KB per SM,65536 KB,,320 W,158.4 GPixel/s,455.4 GTexel/s,29.15 TFLOPS (1:1),29.15 TFLOPS,455.4 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4070 SUPER,https://www.techpowerup.com/gpu-specs/geforce-rtx-4070-super.c4186,AD104,https://www.techpowerup.com/gpu-specs/nvidia-ad104.g1013,"Jan 8th, 2024",PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",1980 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"35,800 million",121.8M / mm²,294 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,7680,240,80,60,,128 KB per SM,49152 KB,,285 W,198.0 GPixel/s,554.4 GTexel/s,35.48 TFLOPS (1:1),35.48 TFLOPS,554.4 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4070 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-4070-ti.c3950,AD104,https://www.techpowerup.com/gpu-specs/nvidia-ad104.g1013,"Jan 3rd, 2023",PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",2310 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"35,800 million",121.8M / mm²,294 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,7680,240,80,60,,128 KB per SM,49152 KB,,285 W,208.8 GPixel/s,626.4 GTexel/s,40.09 TFLOPS (1:1),40.09 TFLOPS,626.4 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4070 Ti SUPER,https://www.techpowerup.com/gpu-specs/geforce-rtx-4070-ti-super.c4187,AD103,https://www.techpowerup.com/gpu-specs/nvidia-ad103.g1012,"Jan 8th, 2024",PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",2340 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"45,900 million",121.1M / mm²,379 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,10240,320,112,80,,128 KB per SM,65536 KB,,320 W,250.6 GPixel/s,689.0 GTexel/s,44.10 TFLOPS (1:1),44.10 TFLOPS,689.0 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4080 12 GB,https://www.techpowerup.com/gpu-specs/geforce-rtx-4080-12-gb.c3932,AD104,https://www.techpowerup.com/gpu-specs/nvidia-ad104.g1013,Never Released,PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",2310 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"35,800 million",121.8M / mm²,294 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,7680,240,80,60,,128 KB per SM,49152 KB,,285 W,208.8 GPixel/s,626.4 GTexel/s,40.09 TFLOPS (1:1),40.09 TFLOPS,626.4 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4080,https://www.techpowerup.com/gpu-specs/geforce-rtx-4080.c3888,AD103,https://www.techpowerup.com/gpu-specs/nvidia-ad103.g1012,"Sep 20th, 2022",PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",2205 MHz,1400 MHz,Ada Lovelace,TSMC,5 nm,"45,900 million",121.1M / mm²,379 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,10240,320,112,80,,128 KB per SM,65536 KB,,320 W,280.6 GPixel/s,761.5 GTexel/s,48.74 TFLOPS (1:1),48.74 TFLOPS,761.5 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4080 SUPER,https://www.techpowerup.com/gpu-specs/geforce-rtx-4080-super.c4182,AD103,https://www.techpowerup.com/gpu-specs/nvidia-ad103.g1012,"Jan 8th, 2024",PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",2295 MHz,1438 MHz,Ada Lovelace,TSMC,5 nm,"45,900 million",121.1M / mm²,379 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,10240,320,112,80,,128 KB per SM,65536 KB,,320 W,285.6 GPixel/s,816.0 GTexel/s,52.22 TFLOPS (1:1),52.22 TFLOPS,816.0 GFLOPS (1:64)
Nvidia,GeForce 40,GeForce RTX 4080 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-4080-ti.c3887,AD102,https://www.techpowerup.com/gpu-specs/nvidia-ad102.g1005,Never Released,PCIe 4.0 x16,"20 GB, GDDR6X, 320 bit",2100 MHz,1325 MHz,Ada Lovelace,TSMC,5 nm,"76,300 million",125.3M / mm²,609 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,18432,576,192,144,,128 KB per SM,98304 KB,,800 W,345.6 GPixel/s,"1,056 GTexel/s",67.58 TFLOPS (1:1),67.58 TFLOPS,"1,056 GFLOPS (1:64)"
Nvidia,GeForce 40,GeForce RTX 4090 D,https://www.techpowerup.com/gpu-specs/geforce-rtx-4090-d.c4189,AD102,https://www.techpowerup.com/gpu-specs/nvidia-ad102.g1005,"Dec 28th, 2023",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",2280 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"76,300 million",125.3M / mm²,609 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,18432,576,192,144,,128 KB per SM,98304 KB,,800 W,443.5 GPixel/s,"1,149 GTexel/s",73.54 TFLOPS (1:1),73.54 TFLOPS,"1,149 GFLOPS (1:64)"
Nvidia,GeForce 40,GeForce RTX 4090,https://www.techpowerup.com/gpu-specs/geforce-rtx-4090.c3889,AD102,https://www.techpowerup.com/gpu-specs/nvidia-ad102.g1005,"Sep 20th, 2022",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",2235 MHz,1313 MHz,Ada Lovelace,TSMC,5 nm,"76,300 million",125.3M / mm²,609 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,18432,576,192,144,,128 KB per SM,98304 KB,,800 W,443.5 GPixel/s,"1,290 GTexel/s",82.58 TFLOPS (1:1),82.58 TFLOPS,"1,290 GFLOPS (1:64)"
Nvidia,GeForce 40,GeForce RTX 4090 Ti,https://www.techpowerup.com/gpu-specs/geforce-rtx-4090-ti.c3917,AD102,https://www.techpowerup.com/gpu-specs/nvidia-ad102.g1005,Never Released,PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",2325 MHz,1500 MHz,Ada Lovelace,TSMC,5 nm,"76,300 million",125.3M / mm²,609 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,18432,576,192,144,,128 KB per SM,98304 KB,,800 W,492.5 GPixel/s,"1,457 GTexel/s",93.24 TFLOPS (1:1),93.24 TFLOPS,"1,457 GFLOPS (1:64)"
Nvidia,GeForce 40,TITAN Ada,https://www.techpowerup.com/gpu-specs/titan-ada.c3985,AD102,https://www.techpowerup.com/gpu-specs/nvidia-ad102.g1005,Never Released,PCIe 4.0 x16,"48 GB, GDDR6X, 384 bit",2235 MHz,1500 MHz,Ada Lovelace,TSMC,5 nm,"76,300 million",125.3M / mm²,609 mm²,12 Ultimate (12_2),4.6,3.0,1.3,6.7,3.1,4th Gen,3rd Gen,18432,576,192,144,,128 KB per SM,98304 KB,,800 W,483.8 GPixel/s,"1,452 GTexel/s",92.90 TFLOPS (1:1),92.90 TFLOPS,"1,452 GFLOPS (1:64)"
AMD,Northern Islands (HD 6200),Radeon HD 6230,https://www.techpowerup.com/gpu-specs/radeon-hd-6230.c2070,Park,https://www.techpowerup.com/gpu-specs/amd-park.g866,"Jul 2nd, 2011",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",650 MHz,667 MHz,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,19 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,
AMD,Northern Islands (HD 6200),Radeon HD 6250,https://www.techpowerup.com/gpu-specs/radeon-hd-6250.c2066,Cedar,https://www.techpowerup.com/gpu-specs/amd-cedar.g113,"Jan 31st, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,25 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,
AMD,Northern Islands (HD 6200),Radeon HD 6290,https://www.techpowerup.com/gpu-specs/radeon-hd-6290.c2069,Cedar,https://www.techpowerup.com/gpu-specs/amd-cedar.g113,"Dec 4th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",650 MHz,800 MHz,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,25 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,
AMD,Northern Islands (HD 6300),Radeon HD 6350,https://www.techpowerup.com/gpu-specs/radeon-hd-6350.c302,Cedar,https://www.techpowerup.com/gpu-specs/amd-cedar.g113,"Feb 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,TeraScale 2,TSMC,40 nm,292 million,4.9M / mm²,59 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,80,8,4,,,8 KB per CU,128 KB,,25 W,2.600 GPixel/s,5.200 GTexel/s,,104.0 GFLOPS,
AMD,Northern Islands (HD 6300),Radeon HD 6390,https://www.techpowerup.com/gpu-specs/radeon-hd-6390.c2068,Redwood,https://www.techpowerup.com/gpu-specs/amd-redwood.g193,"Jul 4th, 2011",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",550 MHz,500 MHz,TeraScale 2,TSMC,40 nm,627 million,6.0M / mm²,104 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,400,20,8,,,8 KB per CU,256 KB,,39 W,4.400 GPixel/s,8.800 GTexel/s,,352.0 GFLOPS,
